Project,Scenario,Dollar_year,Weather_year,Start_day,census_division,country,tz,t
Standard_scenarios_2020,HighRECost,2019$,2012,Sunday,WSC,usa,CT,2050
timestamp,timestamp_local,busbar_load,busbar_load_for_enduse,enduse_load,storage_charging,net_load_busbar,battery_charging,phs_charging,trans_losses,distloss_rate_avg,distloss_rate_marg,spin_MW,spin_shadow_price,flex_MW,flex_shadow_price,reg_MW,reg_shadow_price,curt_solar,curt_wind,co2_rate_avg_gen,co2_rate_avg_load_enduse,co2_srmer_enduse,co2_lrmer_enduse,energy_cost_busbar,op_res_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,op_res_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,nuclear_MWh,coal_MWh,coal-ccs_MWh,o-g-s_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,hydro_MWh,geothermal_MWh,biomass_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,phs_MWh,battery_MWh,canada_MWh
2050-01-01 01:00:00,2050-01-01 00:00:00,49160.9,48634.1,46543.4,79.8,19454.5,79.8,0.0,447.0,0.043,0.051,1459.0,0.0,2918.0,0.0,632.2,0.0,0.0,0.0,203.2,213.7,438.4,403.6,26.01,0.0,0.0,0.0,26.01,27.44,0.0,0.0,0.0,27.44,48641.2,29179.6,3755.0,7882.6,0.0,0.0,5996.6,0.0,0.0,58.6,0.0,159.3,29179.6,0.0,0.0,0.0,0.0,0.0,1609.6,0.0
2050-01-01 02:00:00,2050-01-01 01:00:00,48207.0,47702.5,45659.0,79.8,18979.6,79.8,0.0,424.6,0.0428,0.05,1431.1,0.0,2872.3,0.0,620.6,0.0,0.0,0.0,195.5,205.3,422.3,399.4,25.94,0.0,0.0,0.0,25.94,27.34,0.0,0.0,0.0,27.34,47537.7,28722.9,3755.0,7259.6,0.0,0.0,6085.7,0.0,0.0,58.6,0.0,159.3,28722.9,0.0,0.0,0.0,0.0,0.0,1496.5,0.0
2050-01-01 03:00:00,2050-01-01 02:00:00,47516.0,47059.7,45047.3,79.8,18784.7,79.8,0.0,376.5,0.0428,0.0494,1411.8,0.0,2827.5,0.0,612.0,0.0,0.0,0.0,194.8,205.1,423.5,386.1,25.88,0.0,0.0,0.0,25.88,27.26,0.0,0.0,0.0,27.26,47709.3,28275.0,3755.0,7259.6,0.0,0.0,5891.3,0.0,0.0,58.6,0.0,159.3,28275.0,0.0,0.0,0.0,0.0,0.0,2310.5,0.0
2050-01-01 04:00:00,2050-01-01 03:00:00,47774.5,47334.8,45308.7,42.2,19292.1,42.2,0.0,397.5,0.0428,0.0497,1420.0,0.0,2804.3,0.0,613.6,0.0,0.0,0.0,194.4,204.6,423.9,380.3,25.89,0.0,0.0,0.0,25.89,27.25,0.0,0.0,0.0,27.25,47934.6,28042.7,3755.0,7259.6,0.0,0.0,5994.4,0.0,0.0,58.6,0.0,159.3,28042.7,0.0,0.0,0.0,0.0,0.0,2664.9,0.0
2050-01-01 05:00:00,2050-01-01 04:00:00,48407.1,48021.1,45960.3,0.0,20825.0,0.0,0.0,386.0,0.0429,0.0504,1440.6,0.0,2719.6,0.0,616.2,0.0,0.0,0.0,192.9,203.4,612.8,357.6,25.9,0.0,0.0,0.0,25.9,27.26,0.0,0.0,0.0,27.26,48582.5,27196.1,3755.0,7259.6,0.0,0.0,6007.7,0.0,0.0,58.6,0.0,146.5,27196.1,0.0,0.0,0.0,0.0,0.0,4159.0,0.0
2050-01-01 06:00:00,2050-01-01 05:00:00,49901.4,49510.9,47374.2,0.0,22536.4,0.0,0.0,390.5,0.0432,0.052,1485.3,0.0,2697.4,0.0,630.0,0.0,0.0,0.0,189.7,198.1,357.2,334.1,25.92,0.0,0.0,0.0,25.92,27.32,0.0,0.0,0.0,27.32,49447.9,26974.5,3755.0,7259.6,0.0,0.0,6062.5,0.0,0.0,58.6,0.0,146.5,26974.5,0.0,0.0,0.0,0.0,0.0,5191.2,0.0
2050-01-01 07:00:00,2050-01-01 06:00:00,51112.2,50657.0,48461.0,0.0,22865.2,0.0,0.0,455.2,0.0433,0.0531,1519.7,0.0,2779.2,0.0,645.5,0.0,0.0,0.0,185.4,193.2,983.9,336.7,25.98,0.0,0.0,0.0,25.98,27.41,0.0,0.0,0.0,27.41,50812.6,27791.8,3755.0,7259.6,0.0,0.0,5961.8,0.0,0.0,58.6,0.0,160.9,27791.8,0.0,0.0,0.0,0.0,1.0,5823.8,0.0
2050-01-01 08:00:00,2050-01-01 07:00:00,52540.6,52114.8,49841.4,0.0,24123.2,0.0,0.0,425.9,0.0436,0.0546,1563.4,0.0,3703.4,0.0,729.5,0.0,0.0,0.0,180.8,191.1,351.8,320.3,26.02,0.0,0.0,0.0,26.02,27.51,0.0,0.0,0.0,27.51,51712.9,27991.6,3755.0,7019.2,0.0,0.0,5922.5,0.0,0.0,58.6,0.0,160.9,27741.9,0.0,0.0,219.1,30.5,0.0,6805.2,0.0
2050-01-01 09:00:00,2050-01-01 08:00:00,54208.9,53133.7,50804.9,516.9,5666.5,511.9,5.0,558.3,0.0438,0.0557,1594.0,0.0,6387.4,0.0,946.9,0.0,0.0,112.9,51.5,51.9,165.8,142.9,2.01,0.0,0.0,0.0,2.01,2.15,0.0,0.0,0.0,2.15,55406.7,47467.1,3755.0,2305.0,0.0,0.0,1660.1,0.0,0.0,58.6,0.0,160.9,25392.5,0.0,0.0,19345.3,2729.3,0.0,0.0,0.0
2050-01-01 10:00:00,2050-01-01 09:00:00,68050.7,53563.8,51211.6,13986.5,-13095.9,13981.5,5.0,500.3,0.0439,0.0561,1606.9,0.0,5146.6,0.0,889.2,0.0,2243.8,279.7,38.2,41.8,92.3,73.0,1.57,0.0,0.0,0.0,1.57,2.07,0.0,0.0,0.0,2.07,74599.3,66659.8,3755.0,2305.0,0.0,0.0,1660.1,0.0,0.0,58.6,0.0,160.9,12984.9,0.0,0.0,48168.0,5506.9,0.0,0.0,0.0
