Project,Scenario,Dollar_year,Weather_year,Start_day,census_division,country,tz,t
Standard_scenarios_2020,LowRECost,2019$,2012,Sunday,WSC,usa,CT,2050
timestamp,timestamp_local,busbar_load,busbar_load_for_enduse,enduse_load,storage_charging,net_load_busbar,battery_charging,phs_charging,trans_losses,distloss_rate_avg,distloss_rate_marg,spin_MW,spin_shadow_price,flex_MW,flex_shadow_price,reg_MW,reg_shadow_price,curt_solar,curt_wind,co2_rate_avg_gen,co2_rate_avg_load_enduse,co2_srmer_enduse,co2_lrmer_enduse,energy_cost_busbar,op_res_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,op_res_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,nuclear_MWh,coal_MWh,coal-ccs_MWh,o-g-s_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,hydro_MWh,geothermal_MWh,biomass_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,phs_MWh,battery_MWh,canada_MWh
2050-05-23 18:00:00,2050-05-23 17:00:00,92259.5,90478.2,85344.6,715.4,9600.2,715.4,0.0,1065.9,0.0567,0.0947,2714.3,0.0,6605.9,0.0,1328.3,0.0,239.8,315.9,55.8,64.6,1038.5,184.4,24.92,0.0,0.0,0.0,24.92,27.76,0.0,0.0,0.0,27.76,94120.3,80878.0,3755.0,4252.5,0.0,0.0,2813.3,0.0,0.0,91.4,0.0,171.5,28756.8,0.0,0.0,47804.8,4316.4,0.0,2158.5,0.0
2050-05-23 19:00:00,2050-05-23 18:00:00,89087.2,87801.3,82918.9,214.8,18295.2,214.8,0.0,1071.2,0.0556,0.0919,2634.0,0.0,8071.2,0.0,1374.8,0.0,273.0,0.0,62.5,68.9,351.5,199.0,25.86,0.0,0.0,0.0,25.86,28.55,0.0,0.0,0.0,28.55,86669.0,69506.1,3755.0,4285.8,0.0,0.0,2813.3,0.0,0.0,142.6,0.0,171.5,43410.0,0.0,0.0,23679.4,2416.7,5.0,5989.7,0.0
2050-05-23 20:00:00,2050-05-23 19:00:00,85855.4,84691.0,80088.4,0.0,22465.7,0.0,0.0,1164.4,0.0543,0.0886,2540.7,0.0,9616.5,0.0,1420.4,0.0,0.0,0.0,69.0,73.3,933.9,241.2,26.93,0.0,0.0,0.0,26.93,29.54,0.0,0.0,0.0,29.54,80576.7,62225.3,3755.0,4228.3,0.0,0.0,3556.4,0.0,0.0,142.6,0.0,171.5,59081.3,0.0,0.0,2899.6,244.4,0.0,6497.6,0.0
2050-05-23 21:00:00,2050-05-23 20:00:00,78609.2,77528.3,73531.9,0.0,15615.6,0.0,0.0,1080.9,0.0515,0.0812,2325.9,0.0,6191.3,0.0,1084.8,0.0,0.0,0.0,41.1,43.5,735.8,222.7,22.91,0.0,0.0,0.0,22.91,24.94,0.0,0.0,0.0,24.94,73393.5,61912.7,3755.0,2229.2,0.0,0.0,2083.0,0.0,0.0,142.6,0.0,192.5,61912.7,0.0,0.0,0.0,0.0,0.0,3078.5,0.0
2050-05-23 22:00:00,2050-05-23 21:00:00,70941.0,69562.0,66177.2,479.4,12961.8,479.4,0.0,899.5,0.0487,0.0729,2086.9,0.0,5660.0,0.0,978.6,0.0,0.0,505.6,39.9,43.7,317.3,237.6,8.69,0.0,0.0,0.0,8.69,9.4,0.0,0.0,0.0,9.4,65965.0,56600.3,3755.0,1930.7,0.0,0.0,1904.0,0.0,0.0,135.0,0.0,192.5,56600.3,0.0,0.0,0.0,0.0,0.0,1447.6,0.0
2050-05-23 23:00:00,2050-05-23 22:00:00,63886.4,63158.4,60220.6,0.0,11436.0,0.0,0.0,728.0,0.0465,0.0661,1894.8,0.0,5172.2,0.0,890.2,0.0,0.0,1422.0,37.4,40.9,67.9,229.5,2.81,0.0,0.0,0.0,2.81,2.97,0.0,0.0,0.0,2.97,60042.4,51722.4,3755.0,1586.4,0.0,0.0,1904.0,0.0,0.0,91.4,0.0,206.9,51722.4,0.0,0.0,0.0,0.0,0.0,776.2,0.0
2050-05-24 00:00:00,2050-05-23 23:00:00,60350.7,58845.2,56184.2,923.4,9857.7,923.4,0.0,582.1,0.0452,0.0616,1765.4,0.0,4898.8,0.0,833.4,0.0,0.0,821.5,39.6,40.9,0.0,252.2,3.09,0.0,0.0,0.0,3.09,3.31,0.0,0.0,0.0,3.31,56593.2,48987.5,3755.0,1586.4,0.0,0.0,1904.0,0.0,0.0,120.5,0.0,206.9,48987.5,0.0,0.0,0.0,0.0,0.0,32.9,0.0
2050-05-24 01:00:00,2050-05-24 00:00:00,57768.5,56324.8,53815.9,911.8,9397.1,911.8,0.0,532.0,0.0445,0.0589,1689.7,0.0,4692.8,0.0,797.9,0.0,0.0,1781.5,39.1,40.5,34.7,240.4,3.07,0.0,0.0,0.0,3.07,3.28,0.0,0.0,0.0,3.28,54343.5,46927.7,3755.0,1458.5,0.0,0.0,1904.0,0.0,0.0,91.4,0.0,206.9,46927.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 02:00:00,2050-05-24 01:00:00,55093.5,54586.2,52178.2,0.0,10109.5,0.0,0.0,507.3,0.0441,0.0571,1637.6,0.0,4447.7,0.0,768.2,0.0,0.0,865.4,40.9,41.4,91.2,235.9,3.02,0.0,0.0,0.0,3.02,3.15,0.0,0.0,0.0,3.15,51892.6,44476.7,3755.0,1458.5,0.0,0.0,1904.0,0.0,0.0,91.4,0.0,206.9,44476.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 03:00:00,2050-05-24 02:00:00,54880.8,54375.9,51979.9,1.8,10122.2,1.8,0.0,503.1,0.0441,0.0569,1631.3,0.0,4425.4,0.0,765.0,0.0,0.0,345.0,41.1,41.3,82.4,250.1,2.98,0.0,0.0,0.0,2.98,3.12,0.0,0.0,0.0,3.12,51669.5,44253.7,3755.0,1458.5,0.0,0.0,1904.0,0.0,0.0,91.4,0.0,206.9,44253.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 04:00:00,2050-05-24 03:00:00,57686.5,57129.8,54574.0,0.0,10600.9,0.0,0.0,556.7,0.0447,0.0597,1713.9,0.0,4652.9,0.0,803.9,0.0,0.0,715.2,39.4,39.6,37.1,249.1,2.89,0.0,0.0,0.0,2.89,3.03,0.0,0.0,0.0,3.03,53944.8,46529.0,3755.0,1458.5,0.0,0.0,1904.0,0.0,0.0,91.4,0.0,206.9,46529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 05:00:00,2050-05-24 04:00:00,62186.1,61473.6,58649.0,0.0,10981.7,0.0,0.0,712.5,0.0459,0.0643,1844.2,0.0,5049.2,0.0,867.2,0.0,0.0,190.0,36.7,37.0,27.3,245.1,2.8,0.0,0.0,0.0,2.8,2.95,0.0,0.0,0.0,2.95,57907.8,50491.9,3755.0,1458.5,0.0,0.0,1904.0,0.0,0.0,91.4,0.0,206.9,50491.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2050-05-24 06:00:00,2050-05-24 05:00:00,66270.8,63916.2,60931.3,1588.5,9708.4,1588.5,0.0,766.0,0.0467,0.0668,1917.5,0.0,5809.4,0.0,939.5,0.0,0.0,286.7,34.5,35.0,25.6,222.6,2.12,0.0,0.0,0.0,2.12,2.3,0.0,0.0,0.0,2.3,61623.6,54207.8,3755.0,1458.5,0.0,0.0,1904.0,0.0,0.0,91.4,0.0,206.9,54162.4,0.0,0.0,45.4,0.0,0.0,0.0,0.0
2050-05-24 07:00:00,2050-05-24 06:00:00,67372.3,66871.3,63684.9,45.3,8074.2,45.3,0.0,455.7,0.0477,0.0699,2006.1,0.0,8114.2,0.0,1167.7,0.0,239.9,238.7,25.7,27.1,61.1,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65227.0,58797.1,3755.0,1329.3,0.0,0.0,1047.2,0.0,0.0,91.4,0.0,206.9,43840.3,0.0,0.0,12067.2,2889.6,0.0,0.0,0.0
2050-05-24 08:00:00,2050-05-24 07:00:00,73333.1,71006.7,67522.3,2182.7,1141.3,2182.7,0.0,143.6,0.0491,0.0742,2130.2,0.0,6514.5,0.0,1129.0,0.0,1045.2,2620.3,22.0,24.9,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76295.3,69865.5,3755.0,1329.3,0.0,0.0,1047.2,0.0,0.0,91.4,0.0,206.9,27842.9,0.0,0.0,33810.6,8211.9,0.0,0.0,0.0
2050-05-24 09:00:00,2050-05-24 08:00:00,79409.8,75794.6,71942.8,3485.8,-784.3,3485.8,0.0,129.4,0.0508,0.0792,2273.8,0.0,6331.5,0.0,1167.8,0.0,4769.5,1047.0,20.2,23.1,0.0,130.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83008.8,76578.9,3755.0,1329.3,0.0,0.0,1047.2,0.0,0.0,91.4,0.0,206.9,26013.5,0.0,0.0,39513.2,11052.2,0.0,0.0,0.0
2050-05-24 10:00:00,2050-05-24 09:00:00,83561.9,80479.8,76245.4,2931.3,575.5,2931.3,0.0,150.8,0.0526,0.0841,2414.4,0.0,6133.5,0.0,1204.7,0.0,5174.9,213.7,19.4,22.2,0.0,117.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86334.1,79904.3,3755.0,1329.3,0.0,0.0,1047.2,0.0,0.0,91.4,0.0,206.9,24033.1,0.0,0.0,44797.4,11073.8,0.0,0.0,0.0
2050-05-24 11:00:00,2050-05-24 10:00:00,85247.7,84696.7,80098.4,401.5,3223.4,401.5,0.0,149.6,0.0543,0.0885,2540.9,0.0,5964.5,0.0,1238.4,0.0,6859.0,391.5,19.1,21.6,0.0,127.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87878.1,81473.2,3755.0,1329.3,0.0,0.0,1047.2,0.0,0.0,91.4,0.0,181.9,22342.6,0.0,0.0,47032.2,12098.4,0.0,0.0,0.0
2050-05-24 12:00:00,2050-05-24 11:00:00,92038.5,88889.9,83910.5,3003.3,798.3,3003.3,0.0,145.3,0.056,0.0929,2666.7,0.0,6360.0,0.0,1300.2,0.0,16287.8,0.0,17.8,20.4,21.0,136.0,1.45,0.0,0.0,0.0,1.45,1.62,0.0,0.0,0.0,1.62,94496.5,88091.6,3755.0,1329.3,0.0,0.0,1047.2,0.0,0.0,91.4,0.0,181.9,26298.4,0.0,0.0,49776.8,12016.3,0.0,0.0,0.0
2050-05-24 13:00:00,2050-05-24 12:00:00,94269.5,92904.4,87544.0,1174.4,2785.2,1174.4,0.0,190.7,0.0577,0.0971,2787.1,0.0,7854.6,0.0,1415.0,0.0,2764.6,1427.8,18.0,20.5,21.9,141.2,1.53,0.0,0.0,0.0,1.53,1.7,0.0,0.0,0.0,1.7,96700.7,90119.2,3755.0,1329.3,0.0,0.0,1223.9,0.0,0.0,91.4,0.0,181.9,41244.5,0.0,0.0,36763.8,12110.8,0.0,0.0,0.0
